report_date,report_source,report_period,ext_massacres_cum,killed,killed_cum,ext_killed,ext_killed_cum,ext_killed_children_cum,ext_killed_women_cum,injured_cum,ext_injured,ext_injured_cum,ext_civdef_killed_cum,med_killed_cum,ext_med_killed_cum,press_killed_cum,ext_press_killed_cum,killed_children_cum,killed_women_cum,injured,massacres_cum,civdef_killed_cum,killed_truce_new,killed_committee,killed_recovered,killed_succumbed,aid_seeker_killed_cum,aid_seeker_injured_cum,child_famine_cum,famine_cum
2024-09-29,mohtel,24,3618,9.0,41595.0,9,41595,16859,11429,96251.0,41,96251,85,,986,,173,,,41.0,,,,,,,,,,
2024-09-30,mohtel,24,3620,20.0,41615.0,20,41615,16891,11458,96359.0,108,96359,85,986.0,986,174.0,174,16891.0,11458.0,108.0,3628.0,85.0,,,,,,,,
2024-10-01,mohtel,24,3624,23.0,41638.0,23,41638,16891,11458,96460.0,101,96460,85,,986,,174,,,101.0,,,,,,,,,,
2024-10-02,mohtel,24,3629,51.0,41689.0,51,41689,16891,11458,96625.0,165,96625,85,,986,,174,,,165.0,,,,,,,,,,
2024-10-03,mohtel,24,3637,99.0,41788.0,99,41788,16891,11458,96794.0,169,96794,85,,986,,174,,,169.0,,,,,,,,,,
2024-10-04,mohtel,24,3640,14.0,41802.0,14,41802,16891,11458,96844.0,50,96844,85,,986,,174,,,50.0,,,,,,,,,,
2024-10-05,mohtel,24,3643,23.0,41825.0,23,41825,16891,11458,96910.0,66,96910,85,,986,,174,,,66.0,,,,,,,,,,
2024-10-06,mohtel,24,3646,45.0,41870.0,45,41870,16927,11487,97166.0,256,97166,85,986.0,986,175.0,175,16927.0,11487.0,256.0,3654.0,85.0,,,,,,,,
2024-10-07,mohtel,24,3650,39.0,41909.0,39,41909,16927,11487,97303.0,137,97303,85,,986,,175,,,137.0,,,,,,,,,,
2024-10-08,mohtel,24,3658,56.0,41965.0,56,41965,16927,11487,97590.0,287,97590,85,,986,,175,,,287.0,,,,,,,,,,
2024-10-09,mohtel,24,3661,45.0,42010.0,45,42010,16927,11487,97720.0,130,97720,85,,986,176.0,176,,,130.0,,,,,,,,,,
2024-10-10,mohtel,24,3666,55.0,42065.0,55,42065,16927,11487,97886.0,166,97886,85,,986,,176,,,166.0,,,,,,,,,,
2024-10-11,mohtel,24,3670,61.0,42126.0,61,42126,16927,11487,98117.0,231,98117,85,,986,,176,,,231.0,,,,,,,,,,
2024-10-12,mohtel,24,3675,49.0,42175.0,49,42175,16927,11487,98336.0,219,98336,85,,986,,176,,,219.0,,,,,,,,,,
2024-10-13,mohtel,24,3679,52.0,42227.0,52,42227,16927,11487,98464.0,128,98464,85,,986,,176,,,128.0,,,,,,,,,,
2024-10-14,mohtel,24,3683,62.0,42289.0,62,42289,16927,11487,98684.0,220,98684,85,,986,177.0,177,,,220.0,,,,,,,,,,
2024-10-15,mohtel,24,3687,55.0,42344.0,55,42344,17029,11585,99013.0,329,99013,85,986.0,986,177.0,177,17029.0,11585.0,329.0,3695.0,85.0,,,,,,,,
2024-10-16,mohtel,24,3691,65.0,42409.0,65,42409,17029,11585,99153.0,140,99153,85,,986,,177,,,140.0,,,,,,,,,,
2024-10-17,mohtel,24,3695,29.0,42438.0,29,42438,17029,11585,99246.0,93,99246,85,,986,,177,,,93.0,,,,,,,,,,
2024-10-18,mohtel,24,3699,62.0,42500.0,62,42500,17029,11585,99546.0,300,99546,85,,986,,177,,,300.0,,,,,,,,,,
2024-10-19,mohtel,24,3702,19.0,42519.0,19,42519,17029,11585,99637.0,91,99637,85,,986,,177,,,91.0,,,,,,,,,,
2024-10-20,mohtel,24,3709,84.0,42603.0,84,42603,17029,11585,99795.0,158,99795,85,,986,,177,,,158.0,,,,,,,,,,
2024-10-21,mohtel,0,3709,0.0,42603.0,0,42603,17029,11585,99795.0,0,99795,85,,986,,177,,,0.0,,,,,,,,,,
2024-10-22,mohtel,48,3716,115.0,42718.0,115,42718,17029,11585,100282.0,487,100282,85,,986,,177,,,487.0,,,,,,,,,,
2024-10-23,mohtel,24,3722,74.0,42792.0,74,42792,17029,11585,100412.0,130,100412,85,,986,,177,,,130.0,,,,,,,,,,
2024-10-24,mohtel,24,3726,55.0,42847.0,55,42847,17029,11585,100544.0,132,100544,85,,986,,177,,,132.0,,,,,,,,,,
2024-10-25,mohtel,0,3726,0.0,42847.0,0,42847,17210,11742,100544.0,0,100544,85,1047.0,1047,177.0,177,17210.0,11742.0,0.0,,85.0,,,,,,,,
2024-10-26,mohtel,48,3733,77.0,42924.0,77,42924,17210,11742,100833.0,289,100833,85,,1047,,177,,,289.0,,,,,,,,,,
2024-10-27,mohtel,0,3733,0.0,42924.0,0,42924,17210,11742,100833.0,0,100833,85,,1047,182.0,182,,,0.0,,,,,,,,,,
2024-10-28,mohtel,48,3738,96.0,43020.0,96,43020,17210,11742,101110.0,277,101110,85,,1047,,182,,,277.0,,,,,,,,,,
2024-10-29,mohtel,24,3742,41.0,43061.0,41,43061,17210,11742,101223.0,113,101223,85,,1047,,182,,,113.0,,,,,,,,,,
2024-10-30,mohtel,24,3747,102.0,43163.0,102,43163,17289,11815,101510.0,287,101510,85,1047.0,1047,182.0,182,17289.0,11815.0,287.0,,85.0,,,,,,,,
2024-10-31,mohtel,24,3753,41.0,43204.0,41,43204,17289,11815,101641.0,131,101641,85,,1047,,182,,,131.0,,,,,,,,,,
2024-11-01,mohtel,24,3756,55.0,43259.0,55,43259,17289,11815,101827.0,186,101827,85,,1047,,182,,,186.0,,,,,,,,,,
2024-11-02,mohtel,24,3763,55.0,43314.0,55,43314,17289,11815,102019.0,192,102019,85,,1047,183.0,183,,,192.0,,,,,,,,,,
2024-11-03,mohtel,24,3767,27.0,43341.0,27,43341,17289,11815,102105.0,86,102105,85,,1047,,183,,,86.0,,,,,,,,,,
2024-11-04,mohtel,24,3770,33.0,43374.0,33,43374,17289,11815,102261.0,156,102261,85,,1047,,183,,,156.0,,,,,,,,,,
2024-11-05,mohtel,24,3773,17.0,43391.0,17,43391,17289,11815,102347.0,86,102347,85,,1047,,183,,,86.0,,,,,,,,,,
2024-11-06,mohtel,0,3773,0.0,43391.0,0,43391,17289,11815,102347.0,0,102347,85,,1047,,183,,,0.0,,,,,,,,,,
2024-11-07,mohtel,48,3779,78.0,43469.0,78,43469,17289,11815,102561.0,214,102561,85,,1047,,183,,,214.0,,,,,,,,,,
2024-11-08,mohtel,24,3782,39.0,43508.0,39,43508,17289,11815,102684.0,123,102684,85,,1047,,183,,,123.0,,,,,,,,,,
2024-11-09,mohtel,24,3786,44.0,43552.0,44,43552,17385,11891,102765.0,81,102765,85,1054.0,1054,188.0,188,17385.0,11891.0,81.0,,85.0,,,,,,,,
2024-11-10,mohtel,24,3789,51.0,43603.0,51,43603,17385,11891,102929.0,164,102929,85,,1054,,188,,,164.0,,,,,,,,,,
2024-11-11,mohtel,0,3789,0.0,43603.0,0,43603,17385,11891,102929.0,0,102929,85,,1054,,188,,,0.0,,,,,,,,,,
2024-11-12,mohtel,48,3794,62.0,43665.0,62,43665,17385,11891,103076.0,147,103076,85,,1054,,188,,,147.0,,,,,,,,,,
2024-11-13,mohtel,24,3801,47.0,43712.0,47,43712,17385,11891,103258.0,182,103258,85,,1054,,188,,,182.0,,,,,,,,,,
2024-11-14,mohtel,24,3804,24.0,43736.0,24,43736,17385,11891,103370.0,112,103370,85,,1054,,188,,,112.0,,,,,,,,,,
2024-11-15,mohtel,24,3807,28.0,43764.0,28,43764,17385,11891,103490.0,120,103490,85,,1054,,188,,,120.0,,,,,,,,,,
2024-11-16,mohtel,24,3810,35.0,43799.0,35,43799,17385,11891,103601.0,111,103601,85,,1054,,188,,,111.0,,,,,,,,,,
2024-11-17,mohtel,24,3816,47.0,43846.0,47,43846,17385,11891,103740.0,139,103740,85,,1054,,188,,,139.0,,,,,,,,,,
2024-11-18,mohtel,24,3820,76.0,43922.0,76,43922,17385,11891,103898.0,158,103898,85,,1054,,188,,,158.0,,,,,,,,,,
2024-11-19,mohtel,24,3823,50.0,43972.0,50,43972,17492,11979,104008.0,110,104008,86,1054.0,1054,188.0,188,17492.0,11979.0,110.0,,86.0,,,,,,,,
2024-11-20,mohtel,24,3825,13.0,43985.0,13,43985,17492,11979,104092.0,84,104092,86,,1054,,188,,,84.0,,,,,,,,,,
2024-11-21,mohtel,24,3830,71.0,44056.0,71,44056,17492,11979,104268.0,176,104268,86,,1054,,188,,,176.0,,,,,,,,,,
2024-11-22,mohtel,0,3830,0.0,44056.0,0,44056,17492,11979,104268.0,0,104268,86,,1054,,188,,,0.0,,,,,,,,,,
2024-11-23,mohtel,48,3837,120.0,44176.0,120,44176,17492,11979,104473.0,205,104473,86,,1054,189.0,189,,,205.0,,,,,,,,,,
2024-11-24,mohtel,24,3841,35.0,44211.0,35,44211,17492,11979,104567.0,94,104567,86,,1054,,189,,,94.0,,,,,,,,,,
2024-11-25,mohtel,24,3843,24.0,44235.0,24,44235,17492,11979,104638.0,71,104638,86,,1054,,189,,,71.0,,,,,,,,,,
2024-11-26,mohtel,24,3846,14.0,44249.0,14,44249,17492,11979,104746.0,108,104746,86,,1054,,189,,,108.0,,,,,,,,,,
2024-11-27,mohtel,24,3849,33.0,44282.0,33,44282,17492,11979,104880.0,134,104880,86,,1054,190.0,190,,,134.0,,,,,,,,,,
2024-11-28,mohtel,24,3852,48.0,44330.0,48,44330,17492,11979,104933.0,53,104933,86,,1054,,190,,,53.0,,,,,,,,,,
2024-11-29,mohtel,24,3855,33.0,44363.0,33,44363,17581,12048,105070.0,137,105070,87,1055.0,1055,190.0,190,17581.0,12048.0,137.0,,87.0,,,,,,,,
2024-11-30,mohtel,24,3859,19.0,44382.0,19,44382,17581,12048,105142.0,72,105142,87,,1055,,190,,,72.0,,,,,,,,,,
2024-12-01,mohtel,24,3865,47.0,44429.0,47,44429,17581,12048,105250.0,108,105250,87,,1055,192.0,192,,,108.0,,,,,,,,,,
2024-12-02,mohtel,24,3869,37.0,44466.0,37,44466,17581,12048,105358.0,108,105358,87,,1055,,192,,,108.0,,,,,,,,,,
2024-12-03,mohtel,24,3871,36.0,44502.0,36,44502,17581,12048,105454.0,96,105454,87,,1055,,192,,,96.0,,,,,,,,,,
2024-12-04,mohtel,24,3874,30.0,44532.0,30,44532,17581,12048,105538.0,84,105538,87,,1055,,192,,,84.0,,,,,,,,,,
2024-12-05,mohtel,24,3879,48.0,44580.0,48,44580,17581,12048,105739.0,201,105739,87,,1055,,192,,,201.0,,,,,,,,,,
2024-12-06,mohtel,24,3882,32.0,44612.0,32,44612,17581,12048,105834.0,95,105834,87,,1055,,192,,,95.0,,,,,,,,,,
2024-12-07,mohtel,24,3886,52.0,44664.0,52,44664,17581,12048,105976.0,142,105976,87,,1055,,192,,,142.0,,,,,,,,,,
2024-12-08,mohtel,24,3890,44.0,44708.0,44,44708,17581,12048,106050.0,74,106050,87,,1055,,192,,,74.0,,,,,,,,,,
2024-12-09,mohtel,24,3893,50.0,44758.0,50,44758,17712,12136,106134.0,84,106134,88,1059.0,1059,192.0,192,17712.0,12136.0,84.0,,88.0,,,,,,,,
2024-12-10,mohtel,24,3897,28.0,44786.0,28,44786,17712,12136,106188.0,54,106188,88,,1059,,192,,,54.0,,,,,,,,,,
2024-12-11,mohtel,24,3899,19.0,44805.0,19,44805,17712,12136,106257.0,69,106257,88,,1059,193.0,193,,,69.0,,,,,,,,,,
2024-12-12,mohtel,24,3902,30.0,44835.0,30,44835,17712,12136,106356.0,99,106356,88,,1059,,193,,,99.0,,,,,,,,,,
2024-12-13,mohtel,24,3905,40.0,44875.0,40,44875,17712,12136,106454.0,98,106454,88,,1059,,193,,,98.0,,,,,,,,,,
2024-12-14,mohtel,24,3907,55.0,44930.0,55,44930,17712,12136,106624.0,170,106624,88,,1059,,193,,,170.0,,,,,,,,,,
2024-12-15,mohtel,24,3912,46.0,44976.0,46,44976,17712,12136,106759.0,135,106759,88,,1059,196.0,196,,,135.0,,,,,,,,,,
2024-12-16,mohtel,24,3919,52.0,45028.0,52,45028,17712,12136,106962.0,203,106962,88,,1059,,196,,,203.0,,,,,,,,,,
2024-12-17,mohtel,24,3922,31.0,45059.0,31,45059,17712,12136,107041.0,79,107041,88,,1059,,196,,,79.0,,,,,,,,,,
2024-12-18,mohtel,24,3925,38.0,45097.0,38,45097,17712,12136,107244.0,203,107244,88,,1059,,196,,,203.0,,,,,,,,,,
2024-12-19,mohtel,24,3929,32.0,45129.0,32,45129,17803,12224,107338.0,94,107338,94,1060.0,1060,196.0,196,17803.0,12224.0,94.0,,94.0,,,,,,,,
2024-12-20,mohtel,24,3932,77.0,45206.0,77,45206,17803,12224,107512.0,174,107512,94,,1060,,196,,,174.0,,,,,,,,,,
2024-12-21,mohtel,24,3935,21.0,45227.0,21,45227,17803,12224,107573.0,61,107573,94,,1060,,196,,,61.0,,,,,,,,,,
2024-12-22,mohtel,24,3939,32.0,45259.0,32,45259,17803,12224,107627.0,54,107627,94,,1060,,196,,,54.0,,,,,,,,,,
2024-12-23,mohtel,24,3944,58.0,45317.0,58,45317,17803,12224,107713.0,86,107713,94,,1060,,196,,,86.0,,,,,,,,,,
2024-12-24,mohtel,24,3947,21.0,45338.0,21,45338,17803,12224,107764.0,51,107764,94,,1060,,196,,,51.0,,,,,,,,,,
2024-12-25,mohtel,24,3950,23.0,45361.0,23,45361,17803,12224,107803.0,39,107803,94,,1060,,196,,,39.0,,,,,,,,,,
2024-12-26,mohtel,24,3953,38.0,45399.0,38,45399,17803,12224,107940.0,137,107940,94,,1060,,196,,,137.0,,,,,,,,,,
2024-12-27,mohtel,24,3956,37.0,45436.0,37,45436,17803,12224,108038.0,98,108038,94,,1060,,196,,,98.0,,,,,,,,,,
2024-12-28,mohtel,24,3958,48.0,45484.0,48,45484,17803,12224,108090.0,52,108090,94,,1060,,196,,,52.0,,,,,,,,,,
2024-12-29,mohtel,24,3958,30.0,45514.0,30,45514,17818,12287,108189.0,99,108189,94,1068.0,1068,201.0,201,17818.0,12287.0,99.0,7176.0,94.0,,,,,,,,
2024-12-30,mohtel,24,3961,27.0,45541.0,27,45541,17818,12287,108338.0,149,108338,94,,1068,,201,,,149.0,,,,,,,,,,
2024-12-31,mohtel,0,3961,0.0,45541.0,0,45541,17818,12287,108338.0,0,108338,94,,1068,,201,,,0.0,,,,,,,,,,
2025-01-01,mohtel,48,3963,12.0,45553.0,12,45553,17818,12287,108379.0,41,108379,94,,1068,,201,,,41.0,,,,,,,,,,
2025-01-02,mohtel,24,3968,28.0,45581.0,28,45581,17818,12287,108438.0,59,108438,94,,1068,,201,,,59.0,,,,,,,,,,
2025-01-03,mohtel,24,3976,77.0,45658.0,77,45658,17818,12287,108583.0,145,108583,94,,1068,202.0,202,,,145.0,,,,,,,,,,
2025-01-04,mohtel,24,3980,59.0,45717.0,59,45717,17818,12287,108856.0,273,108856,94,,1068,,202,,,273.0,,,,,,,,,,
2025-01-05,mohtel,24,3985,88.0,45805.0,88,45805,17818,12287,109064.0,208,109064,94,,1068,,202,,,208.0,,,,,,,,,,
2025-01-06,mohtel,24,3988,49.0,45854.0,49,45854,17818,12287,109139.0,75,109139,94,,1068,,202,,,75.0,,,,,,,,,,
2025-01-07,mohtel,24,3991,31.0,45885.0,31,45885,17818,12287,109196.0,57,109196,94,,1068,,202,,,57.0,,,,,,,,,,
2025-01-08,mohtel,24,3997,51.0,45936.0,51,45936,17841,12298,109274.0,78,109274,94,1068.0,1068,202.0,202,17841.0,12298.0,78.0,,94.0,,,,,,,,
2025-01-09,mohtel,24,4000,70.0,46006.0,70,46006,17841,12298,109378.0,104,109378,94,,1068,,202,,,104.0,,,,,,,,,,
2025-01-10,mohtel,0,4000,0.0,46006.0,0,46006,17841,12298,109378.0,0,109378,94,,1068,203.0,203,,,0.0,,,,,,,,,,
2025-01-11,mohtel,48,4005,531.0,46537.0,531,46537,17841,12298,109571.0,193,109571,94,,1068,,203,,,193.0,,,32.0,499.0,,,,,,
2025-01-12,mohtel,24,4007,28.0,46565.0,28,46565,17841,12298,109660.0,89,109660,94,,1068,,203,,,89.0,,,,,,,,,,
2025-01-13,mohtel,24,4009,19.0,46584.0,19,46584,17841,12298,109731.0,71,109731,94,,1068,,203,,,71.0,,,,,,,,,,
2025-01-14,mohtel,24,4013,61.0,46645.0,61,46645,17841,12298,110012.0,281,110012,94,,1068,204.0,204,,,281.0,,,,,,,,,,
2025-01-15,mohtel,24,4019,62.0,46707.0,62,46707,17841,12298,110265.0,253,110265,94,,1068,,204,,,253.0,,,,,,,,,,
2025-01-16,mohtel,24,4027,81.0,46788.0,81,46788,17841,12298,110453.0,188,110453,94,,1068,,204,,,188.0,,,,,,,,,,
2025-01-17,mohtel,24,4031,88.0,46876.0,88,46876,17841,12298,110642.0,189,110642,94,,1068,,204,,,189.0,,,,,,,,,,
2025-01-18,mohtel,24,10100,23.0,46899.0,23,46899,17861,12316,110725.0,83,110725,94,1155.0,1155,205.0,205,17861.0,12316.0,83.0,10100.0,94.0,,,,,,,,
2025-01-19,mohtel,24,10100,14.0,46913.0,14,46913,17861,12316,110750.0,25,110750,94,,1155,,205,,,25.0,,,,,,,,,,
2025-01-20,mohtel,24,10100,122.0,47035.0,122,47035,17861,12316,111091.0,341,111091,94,,1155,,205,,,341.0,,,,,,,,,,
2025-01-21,mohtel,24,10100,72.0,47107.0,72,47107,17861,12316,111147.0,56,111147,94,,1155,,205,,,56.0,,,,,,,,,,
2025-01-22,mohtel,24,10100,54.0,47161.0,54,47161,17861,12316,111166.0,19,111166,94,,1155,,205,,,19.0,,,,,,,,,,
2025-01-23,mohtel,24,10100,122.0,47283.0,122,47283,17861,12316,111472.0,306,111472,94,,1155,,205,,,306.0,,,2.0,,120.0,,,,,
2025-01-24,mohtel,0,10100,0.0,47283.0,0,47283,17861,12316,111472.0,0,111472,94,,1155,,205,,,0.0,,,,,,,,,,
2025-01-25,mohtel,0,10100,0.0,47283.0,0,47283,17861,12316,111472.0,0,111472,94,,1155,,205,,,0.0,,,,,,,,,,
2025-01-26,mohtel,72,10100,23.0,47306.0,23,47306,17861,12316,111483.0,11,111483,94,,1155,,205,,,11.0,,,4.0,,14.0,5.0,,,,
2025-01-27,mohtel,24,10100,11.0,47317.0,11,47317,17861,12316,111494.0,11,111494,94,,1155,,205,,,11.0,,,,,9.0,2.0,,,,
2025-01-28,mohtel,24,10100,37.0,47354.0,37,47354,17861,12316,111563.0,69,111563,94,,1155,,205,,,69.0,,,,,37.0,,,,,
2025-01-29,mohtel,24,10100,63.0,47417.0,63,47417,17861,12316,111571.0,8,111571,94,,1155,,205,,,8.0,,,2.0,,59.0,2.0,,,,
2025-01-30,mohtel,24,10100,43.0,47460.0,43,47460,17861,12316,111580.0,9,111580,94,,1155,,205,,,9.0,,,,,42.0,1.0,,,,
2025-01-31,mohtel,24,10100,0.0,47460.0,0,47460,17861,12316,111580.0,0,111580,94,,1155,,205,,,0.0,,,,,,,,,,
2025-02-01,mohtel,24,10100,27.0,47487.0,27,47487,17861,12316,111588.0,8,111588,94,,1155,,205,,,8.0,,,1.0,,24.0,2.0,,,,
2025-02-02,mohtel,24,10100,11.0,47498.0,11,47498,17861,12316,111592.0,4,111592,94,,1155,,205,,,4.0,,,,,9.0,2.0,,,,
2025-02-03,mohtel,24,10100,20.0,47518.0,20,47518,17861,12316,111612.0,20,111612,94,,1155,,205,,,20.0,,,1.0,,18.0,1.0,,,,
2025-02-04,mohtel,24,10100,22.0,47540.0,22,47540,17861,12316,111618.0,6,111618,94,,1155,,205,,,6.0,,,,,20.0,2.0,,,,
2025-02-05,mohtel,24,10100,12.0,47552.0,12,47552,17861,12316,111629.0,11,111629,94,,1155,,205,,,11.0,,,,,8.0,4.0,,,,
2025-02-06,mohtel,24,10100,31.0,47583.0,31,47583,17861,12316,111633.0,4,111633,94,,1155,,205,,,4.0,,,2.0,,28.0,1.0,,,,
2025-02-07,mohtel,0,10100,0.0,47583.0,0,47583,17861,12316,111633.0,0,111633,94,,1155,,205,,,0.0,,,,,,,,,,
2025-02-08,mohtel,48,10100,598.0,48181.0,598,48181,17861,12316,111638.0,5,111638,94,,1155,,205,,,5.0,,,4.0,572.0,22.0,,,,,
2025-02-09,mohtel,24,10100,8.0,48189.0,8,48189,17861,12316,111640.0,2,111640,94,,1155,,205,,,2.0,,,1.0,,7.0,,,,,
2025-02-10,mohtel,24,10100,19.0,48208.0,19,48208,17861,12316,111655.0,15,111655,94,,1155,,205,,,15.0,,,3.0,,14.0,2.0,,,,
2025-02-11,mohtel,24,10100,11.0,48219.0,11,48219,17861,12316,111665.0,10,111665,94,,1155,,205,,,10.0,,,3.0,,8.0,,,,,
2025-02-12,mohtel,24,10100,3.0,48222.0,3,48222,17861,12316,111674.0,9,111674,94,,1155,,205,,,9.0,,,1.0,,2.0,,,,,
2025-02-13,mohtel,24,10100,17.0,48239.0,17,48239,17861,12316,111676.0,2,111676,94,,1155,,205,,,2.0,,,3.0,,14.0,,,,,
2025-02-14,mohtel,0,10100,0.0,48239.0,0,48239,17861,12316,111676.0,0,111676,94,,1155,,205,,,0.0,,,,,,,,,,
2025-02-15,mohtel,48,10100,25.0,48264.0,25,48264,17861,12316,111688.0,12,111688,94,,1155,,205,,,12.0,,,25.0,,,,,,,
2025-02-16,mohtel,24,10100,7.0,48271.0,7,48271,17861,12316,111693.0,5,111693,94,,1155,,205,,,5.0,,,1.0,,6.0,,,,,
2025-02-17,mohtel,24,10100,13.0,48284.0,13,48284,17861,12316,111709.0,16,111709,94,,1155,,205,,,16.0,,,4.0,,9.0,,,,,
2025-02-18,mohtel,24,10100,7.0,48291.0,7,48291,17861,12316,111722.0,13,111722,94,,1155,,205,,,13.0,,,1.0,,6.0,,,,,
2025-02-19,mohtel,24,10100,6.0,48297.0,6,48297,17861,12316,111733.0,11,111733,94,,1155,,205,,,11.0,,,3.0,,2.0,1.0,,,,
2025-02-20,mohtel,24,10100,22.0,48319.0,22,48319,17861,12316,111749.0,16,111749,94,,1155,,205,,,16.0,,,,,22.0,,,,,
2025-02-21,mohtel,0,10100,0.0,48319.0,0,48319,17861,12316,111749.0,0,111749,94,,1155,,205,,,0.0,,,,,,,,,,
2025-02-22,mohtel,48,10100,10.0,48329.0,10,48329,17861,12316,111753.0,4,111753,94,,1155,,205,,,4.0,,,2.0,,7.0,1.0,,,,
2025-02-23,mohtel,24,10100,10.0,48339.0,10,48339,17861,12316,111753.0,0,111753,94,,1155,,205,,,0.0,,,10.0,,,,,,,
2025-02-24,mohtel,24,10100,7.0,48346.0,7,48346,17861,12316,111759.0,6,111759,94,,1155,,205,,,6.0,,,2.0,,5.0,,,,,
2025-02-25,mohtel,24,10100,2.0,48348.0,2,48348,17861,12316,111761.0,2,111761,94,,1155,,205,,,2.0,,,1.0,,1.0,,,,,
2025-02-26,mohtel,0,10100,0.0,48348.0,0,48348,17861,12316,111761.0,0,111761,94,,1155,,205,,,0.0,,,,,,,,,,
2025-02-27,mohtel,48,10100,17.0,48365.0,17,48365,17861,12316,111780.0,19,111780,94,,1155,,205,,,19.0,,,17.0,,,,,,,
2025-02-28,mohtel,0,10100,0.0,48365.0,0,48365,17861,12316,111780.0,0,111780,94,,1155,,205,,,0.0,,,,,,,,,,
2025-03-01,mohtel,48,10100,23.0,48388.0,23,48388,17861,12316,111803.0,23,111803,94,,1155,,205,,,23.0,,,2.0,,21.0,,,,,
2025-03-02,mohtel,0,10100,0.0,48388.0,0,48388,17861,12316,111803.0,0,111803,94,,1155,,205,,,0.0,,,,,,,,,,
2025-03-03,mohtel,48,10100,9.0,48397.0,9,48397,17861,12316,111824.0,21,111824,94,,1155,,205,,,21.0,,,5.0,,4.0,,,,,
2025-03-04,mohtel,24,10100,8.0,48405.0,8,48405,17861,12316,111835.0,11,111835,94,,1155,,205,,,11.0,,,,,7.0,1.0,,,,
2025-03-05,mohtel,24,10100,35.0,48440.0,35,48440,17861,12316,111845.0,10,111845,94,,1155,,205,,,10.0,,,4.0,,30.0,1.0,,,,
2025-03-06,mohtel,24,10100,6.0,48446.0,6,48446,17861,12316,111852.0,7,111852,94,,1155,,205,,,7.0,,,6.0,,,,,,,
2025-03-07,mohtel,0,10100,0.0,48446.0,0,48446,17861,12316,111852.0,0,111852,94,,1155,,205,,,0.0,,,,,,,,,,
2025-03-08,mohtel,48,10100,7.0,48453.0,7,48453,17861,12316,111860.0,8,111860,94,,1155,,205,,,8.0,,,6.0,,1.0,,,,,
2025-03-09,mohtel,24,10100,5.0,48458.0,5,48458,17861,12316,111897.0,37,111897,94,,1155,,205,,,37.0,,,5.0,,,,,,,
2025-03-10,mohtel,24,10100,9.0,48467.0,9,48467,17861,12316,111913.0,16,111913,94,,1155,,205,,,16.0,,,4.0,,5.0,,,,,
2025-03-11,mohtel,24,10100,36.0,48503.0,36,48503,17861,12316,111927.0,14,111927,94,,1155,,205,,,14.0,,,4.0,,32.0,,,,,
2025-03-12,mohtel,24,10100,12.0,48515.0,12,48515,17861,12316,111941.0,14,111941,94,,1155,,205,,,14.0,,,7.0,,5.0,,,,,
2025-03-13,mohtel,24,10100,9.0,48524.0,9,48524,17861,12316,111955.0,14,111955,94,,1155,,205,,,14.0,,,2.0,,7.0,,,,,
2025-03-14,mohtel,0,10100,0.0,48524.0,0,48524,17861,12316,111955.0,0,111955,94,,1155,,205,,,0.0,,,,,,,,,,
2025-03-15,mohtel,48,10100,19.0,48543.0,19,48543,17861,12316,111981.0,26,111981,94,,1155,,205,,,26.0,,,7.0,,12.0,,,,,
2025-03-16,mohtel,24,10100,29.0,48572.0,29,48572,17861,12316,112032.0,51,112032,94,,1155,,205,,,51.0,,,14.0,,15.0,,,,,
2025-03-17,mohtel,24,10100,5.0,48577.0,5,48577,17861,12316,112041.0,9,112041,94,,1155,,205,,,9.0,,,1.0,,3.0,1.0,,,,
2025-03-18,mohtel,24,10100,436.0,49013.0,436,49013,17861,12316,112719.0,678,112719,94,,1155,,205,,,678.0,,,436.0,,,,,,,
2025-03-19,mohtel,24,10100,604.0,49617.0,604,49617,17861,12316,112950.0,231,112950,94,,1155,,205,,,231.0,,,70.0,534.0,,,,,,
2025-03-20,mohtel,24,10100,85.0,49702.0,85,49702,17861,12316,113083.0,133,113083,94,,1155,,205,,,133.0,,,85.0,,,,,,,
2025-03-21,mohtel,0,10100,0.0,49702.0,0,49702,17861,12316,113083.0,0,113083,94,,1155,,205,,,0.0,,,0.0,,,,,,,
2025-03-22,mohtel,48,10100,45.0,49747.0,45,49747,17861,12316,113213.0,130,113213,94,,1155,,205,,,130.0,,,43.0,,2.0,,,,,
2025-03-23,mohtel,24,12000,274.0,50021.0,274,50021,17954,12365,113274.0,61,113274,105,1394.0,1394,206.0,206,17954.0,12365.0,61.0,12000.0,105.0,39.0,233.0,2.0,,,,,
2025-03-24,mohtel,24,12000,61.0,50082.0,61,50082,17954,12365,113408.0,134,113408,105,,1394,,206,,,134.0,,,57.0,,4.0,,,,,
2025-03-25,mohtel,24,12000,62.0,50144.0,62,50144,17954,12365,113704.0,296,113704,105,,1394,,206,,,296.0,,,62.0,,,,,,,
2025-03-26,mohtel,24,12000,39.0,50183.0,39,50183,17954,12365,113828.0,124,113828,105,,1394,,206,,,124.0,,,38.0,,1.0,,,,,
2025-03-27,mohtel,24,12000,25.0,50208.0,25,50208,17954,12365,113910.0,82,113910,105,,1394,,206,,,82.0,,,25.0,,,,,,,
2025-03-28,mohtel,24,12000,43.0,50251.0,43,50251,17954,12365,114025.0,115,114025,105,,1394,,206,,,115.0,,,41.0,,2.0,,,,,
2025-03-29,mohtel,24,12000,26.0,50277.0,26,50277,17954,12365,114095.0,70,114095,105,,1394,,206,,,70.0,,,25.0,,1.0,,,,,
